ID,Name,Type,Buy,Sell,Weight,Attack,Defense,Slots,Refineable
1078,Voucher,Etc,0,0,1.0,0,0,0,Yes
1079,Voucher,Etc,0,0,1.0,0,0,0,Yes
1080,Voucher,Etc,0,0,1.0,0,0,0,Yes
1081,Delivery Box,Etc,0,0,1.0,0,0,0,Yes
1082,Delivery Box,Etc,0,0,1.0,0,0,0,Yes
1083,Delivery Box,Etc,0,0,1.0,0,0,0,Yes
1084,Kafra Pass,Etc,0,0,1.0,0,0,0,Yes
1085,Unknown Test Tube,Etc,0,0,1.0,0,0,0,Yes
1086,Unknown Test Tube,Etc,0,0,1.0,0,0,0,Yes
1087,Unknown Test Tube,Etc,0,0,1.0,0,0,0,Yes
1088,Morroc Solution,Etc,0,0,1.0,0,0,0,Yes
1089,Payon Solution,Etc,0,0,1.0,0,0,0,Yes
1090,Unknown Test Tube,Etc,0,0,1.0,0,0,0,Yes
1091,Delivery Box,Etc,0,0,1.0,0,0,0,Yes
1092,Empty Test Tube,Etc,3,1,1.0,0,0,0,Yes
1093,Empty Potion Bottle,Etc,10,5,1.0,0,0,0,Yes
1094,Short Daenggie,Etc,278,139,1.0,0,0,0,Yes
1095,Needle of Alarm,Etc,546,273,1.0,0,0,0,Yes
1096,Round Shell,Etc,780,390,1.0,0,0,0,Yes
1097,Worn Out Page,Etc,948,474,1.0,0,0,0,Yes
1098,Manacles,Etc,658,329,1.0,0,0,0,Yes
1099,Worn-out Prison Uniform,Etc,680,340,1.0,0,0,0,Yes
1101,Sword,Weapon,100,50,50.0,25,0,3,No
1102,Sword,Weapon,100,50,50.0,25,0,4,No
1103,Sword,Weapon,100,50,50.0,25,0,0,No
1104,Falchion,Weapon,"1,500",750,60.0,39,0,3,No
1105,Falchion,Weapon,"1,500",750,60.0,39,0,4,No
1106,Falchion,Weapon,"1,500",750,60.0,39,0,0,No
1107,Blade,Weapon,"2,900","1,450",70.0,53,0,3,No
1108,Blade,Weapon,"2,900","1,450",70.0,53,0,4,No
1109,Blade,Weapon,"2,900","1,450",70.0,53,0,0,No
1110,Rapier,Weapon,"10,000","5,000",50.0,70,0,2,No
1111,Rapier,Weapon,"10,000","5,000",50.0,70,0,3,No
1112,Rapier,Weapon,"10,000","5,000",50.0,70,0,0,No
1113,Scimitar,Weapon,"17,000","8,500",70.0,85,0,2,No
1114,Scimitar,Weapon,"17,000","8,500",70.0,85,0,3,No
1115,Scimitar,Weapon,"17,000","8,500",70.0,85,0,3,No
1116,Katana,Weapon,"2,000","1,000",100.0,60,0,3,No
1117,Katana,Weapon,"2,000","1,000",100.0,60,0,4,No
1118,Katana,Weapon,"2,000","1,000",100.0,60,0,0,No
1119,Tsurugi,Weapon,"51,000","25,500",120.0,130,0,1,No
1120,Tsurugi,Weapon,"51,000","25,500",120.0,130,0,2,No
1121,Tsurugi,Weapon,"51,000","25,500",120.0,130,0,0,No
1122,Ring Pommel Saber,Weapon,"24,000","12,000",90.0,100,0,2,No
1123,Haedonggum,Weapon,"50,000","25,000",90.0,120,0,1,No
1124,Orcish Sword,Weapon,20,10,80.0,90,0,0,No
1125,Ring Pommel Saber,Weapon,"24,000","12,000",90.0,100,0,3,No
1126,Saber,Weapon,"49,000","24,500",100.0,115,0,2,No
1127,Saber,Weapon,"49,000","24,500",100.0,115,0,3,No
1128,Haedonggum,Weapon,"50,000","25,000",90.0,120,0,2,No
1129,Flamberge,Weapon,"60,000","30,000",150.0,150,0,0,No
1130,Nagan,Weapon,20,10,50.0,120,0,0,No
1131,Ice Falchion,Weapon,20,10,60.0,100,0,0,No
1132,Edge,Weapon,20,10,70.0,115,0,0,No
1133,Fireblend,Weapon,20,10,50.0,100,0,0,No
1134,Caesar's Sword,Weapon,20,10,70.0,140,0,0,No
1135,Cutlus,Weapon,20,10,90.0,150,0,0,No
1136,Solar Sword,Weapon,20,10,120.0,85,0,0,No
1137,Excalibur,Weapon,20,10,120.0,150,0,0,No
1138,Mysteltainn,Weapon,20,10,100.0,170,0,0,No
1139,Tirfing,Weapon,20,10,100.0,200,0,0,No
1140,Byeollungum,Weapon,20,10,90.0,150,0,0,No
1141,Immaterial Sword,Weapon,20,10,90.0,140,0,0,No
1142,Jeweled Sword,Weapon,20,10,220.0,104,0,0,No
1143,Gaia Sword,Weapon,20,10,250.0,140,0,0,No
1144,Sashimi,Weapon,20,10,140.0,75,0,0,No
1145,Holy Avenger,Weapon,"450,000","225,000",135.0,125,0,0,No
1146,Town Sword,Weapon,"42,000","21,000",80.0,100,0,1,No
1147,Town Sword,Weapon,"42,000","21,000",80.0,100,0,2,No
1148,Star Dust Blade,Weapon,20,10,100.0,140,0,1,No
1149,Flamberge,Weapon,"60,000","30,000",150.0,150,0,2,No
1151,Slayer,Weapon,"15,000","7,500",130.0,90,0,2,No
1152,Slayer,Weapon,"15,000","7,500",130.0,90,0,3,No
1153,Slayer,Weapon,"15,000","7,500",130.0,90,0,0,No
1154,Bastard Sword,Weapon,"22,500","11,250",160.0,115,0,2,No
1155,Bastard Sword,Weapon,"22,500","11,250",160.0,115,0,3,No
1156,Bastard Sword,Weapon,"22,500","11,250",160.0,115,0,0,No
1157,Two-Handed Sword,Weapon,"60,000","30,000",220.0,160,0,1,No
1158,Two-Handed Sword,Weapon,"60,000","30,000",220.0,160,0,2,No
1159,Two-Handed Sword,Weapon,"60,000","30,000",220.0,160,0,0,No
1160,Broad Sword,Weapon,"65,000","32,500",200.0,140,0,1,No
1161,Balmung,Weapon,20,10,100.0,250,0,0,No
1162,Broad Sword,Weapon,"65,000","32,500",200.0,140,0,2,No
1163,Claymore,Weapon,"74,000","37,000",250.0,180,0,0,No
1164,Muramasa,Weapon,20,10,100.0,155,0,0,No
1165,Masamune,Weapon,20,10,100.0,200,0,0,No
1166,Dragon Slayer,Weapon,20,10,130.0,150,0,0,No
1167,Schweizersabel,Weapon,20,10,160.0,160,0,0,No
1168,Zweihander,Weapon,20,10,220.0,200,0,0,No
1169,Executioner,Weapon,20,10,220.0,155,0,0,No
1170,Katzbalger,Weapon,20,10,200.0,175,0,0,No
1171,Zweihander,Weapon,20,10,220.0,200,0,2,No
1172,Claymore,Weapon,"74,000","37,000",250.0,180,0,2,No
1173,Muramasa,Weapon,1,0,0.0,204,0,0,Yes
1174,Executioner,Weapon,2,1,0.0,190,0,0,Yes
1175,Atlas Weapon,Weapon,20,10,350.0,200,0,1,No
1176,Muscle Cutter,Weapon,20,10,220.0,160,0,2,No
1177,Muramash,Weapon,20,10,0.0,120,0,0,Yes
1178,Schweizersabel,Weapon,20,10,160.0,160,0,2,No
1179,Executioner,Weapon,20,10,220.0,155,0,1,No
1180,Dragon Slayer,Weapon,20,10,130.0,150,0,2,No
1181,Tae Goo Lyeon,Weapon,20,10,200.0,250,0,2,No
1182,Bloody Eater,Weapon,20,10,120.0,200,0,2,No
1183,Brave Assaulter's Katzbalger,Weapon,20,10,0.0,200,0,0,No
1184,Valorous Assaulter's Katzbalger,Weapon,20,10,0.0,200,0,0,No
1185,Violet Fear,Weapon,20,10,220.0,275,0,2,No
1186,Death Guidance,Weapon,20,10,200.0,200,0,2,No
1187,Glorious Claymore,Weapon,20,10,0.0,220,0,0,No
1188,Veteran Sword,Weapon,"10,000","5,000",200.0,180,0,1,No
1189,Krasnaya,Weapon,20,10,380.0,200,0,3,No
1190,Claymore,Weapon,0,0,0.0,220,0,0,Yes
1201,Knife,Weapon,50,25,40.0,17,0,3,No
1202,Knife,Weapon,50,25,40.0,17,0,4,No
1203,Knife,Weapon,50,25,40.0,17,0,0,No
1204,Cutter,Weapon,"1,250",625,50.0,30,0,3,No
1205,Cutter,Weapon,"1,250",625,50.0,30,0,4,No
1206,Cutter,Weapon,"1,250",625,50.0,30,0,0,No
1207,Main Gauche,Weapon,"2,400","1,200",60.0,43,0,3,No
1208,Main Gauche,Weapon,"2,400","1,200",60.0,43,0,4,No
1209,Main Gauche,Weapon,"2,400","1,200",60.0,43,0,0,No
1210,Dirk,Weapon,"8,500","4,250",50.0,59,0,2,No
1211,Dirk,Weapon,"8,500","4,250",50.0,59,0,3,No
1212,Dirk,Weapon,"8,500","4,250",50.0,59,0,0,No
1213,Dagger,Weapon,"14,000","7,000",60.0,73,0,2,No
1214,Dagger,Weapon,"14,000","7,000",60.0,73,0,3,No
1215,Dagger,Weapon,"14,000","7,000",60.0,73,0,0,No
1216,Stiletto,Weapon,"14,400","7,200",70.0,87,0,2,No
1217,Stiletto,Weapon,"14,400","7,200",70.0,87,0,3,No
1218,Stiletto,Weapon,"5,000","2,500",70.0,87,0,0,No
1219,Gladius,Weapon,"43,000","21,500",70.0,105,0,2,No
1220,Gladius,Weapon,"43,000","21,500",70.0,105,0,3,No
1221,Gladius,Weapon,"43,000","21,500",70.0,105,0,0,No
1222,Damascus,Weapon,"49,000","24,500",80.0,118,0,1,No
1223,Fortune Sword,Weapon,20,10,50.0,90,0,0,No
1224,Swordbreaker,Weapon,20,10,100.0,70,0,0,No
1225,Mailbreaker,Weapon,20,10,100.0,70,0,0,No
1226,Damascus,Weapon,"49,000","24,500",80.0,118,0,2,No
1227,Weeder Knife,Weapon,20,10,40.0,80,0,0,No
1228,Combat Knife,Weapon,20,10,40.0,80,0,0,No
1229,Kitchen Knife,Weapon,20,10,50.0,75,0,0,No
1230,Ice Pick,Weapon,20,10,60.0,80,0,0,No
1231,Bazerald,Weapon,20,10,50.0,70,0,0,No
1232,Assassin Dagger,Weapon,20,10,60.0,140,0,0,No
1233,Exorciser,Weapon,20,10,70.0,90,0,0,No
1234,Moonlight Dagger,Weapon,20,10,70.0,50,0,0,No
1235,Azoth,Weapon,20,10,70.0,110,0,0,No
1236,Sucsamad,Weapon,20,10,80.0,140,0,0,No
1237,Grimtooth,Weapon,20,10,80.0,180,0,0,No
1238,Zeny Knife,Weapon,20,10,120.0,64,0,0,No
1239,Poison Knife,Weapon,20,10,80.0,64,0,0,No
1240,Princess Knife,Weapon,20,10,40.0,84,0,0,No
1241,Cursed Dagger,Weapon,"80,000","40,000",40.0,55,0,0,No
1242,Dagger of Counter,Weapon,"120,000","60,000",55.0,140,0,0,No
1243,Novice Main-Gauche,Weapon,1,0,0.1,45,0,0,Yes
1244,Holy Dagger,Weapon,20,10,80.0,100,0,0,No
1245,Cinquedea,Weapon,"40,000","20,000",70.0,110,0,1,No
1246,Cinquedea,Weapon,"40,000","20,000",70.0,110,0,2,No
1247,Kindle Dagger,Weapon,"10,000","5,000",60.0,39,0,0,No
1248,Obsidian Dagger,Weapon,"10,000","5,000",60.0,39,0,0,No
1249,Fisherman's Dagger,Weapon,"10,000","5,000",60.0,39,0,0,No
1250,Jur,Weapon,"19,500","9,750",80.0,125,0,2,No
1251,Jur,Weapon,"19,500","9,750",80.0,125,0,3,No
1252,Katar,Weapon,"41,000","20,500",120.0,148,0,1,No
1253,Katar,Weapon,"41,000","20,500",120.0,148,0,2,No
1254,Jamadhar,Weapon,"37,200","18,600",150.0,165,0,0,No
1255,Jamadhar,Weapon,"37,200","18,600",150.0,165,0,1,No
1256,Katar of Frozen Icicle,Weapon,"45,000","22,500",120.0,105,0,0,No
1257,Katar of Quaking,Weapon,"45,000","22,500",120.0,105,0,0,No
1258,Katar of Raging Blaze,Weapon,"45,000","22,500",120.0,105,0,0,No
1259,Katar of Piercing Wind,Weapon,"45,000","22,500",120.0,105,0,0,No
1260,Sharpened Legbone of Ghoul,Weapon,"52,500","26,250",170.0,150,0,0,No
1261,Infiltrator,Weapon,"57,000","28,500",150.0,140,0,0,No
1262,Loki's Nail,Weapon,20,10,120.0,115,0,0,No
1263,Unholy Touch,Weapon,20,10,125.0,151,0,0,No
1264,Specialty Jur,Weapon,20,10,80.0,90,0,4,No
1265,Bloody Roar,Weapon,20,10,100.0,120,0,0,No
1266,Infiltrator,Weapon,"57,000","28,500",150.0,140,0,1,No
1267,Infiltrator,Weapon,1,0,0.0,189,0,0,Yes
1268,Wild Beast Claw,Weapon,20,10,145.0,160,0,1,No
1269,Inverse Scale,Weapon,20,10,150.0,140,0,0,No
1270,Drill Katar,Weapon,20,10,140.0,110,0,1,No
1271,Blood Tears,Weapon,20,10,170.0,120,0,2,No
1272,Scratcher,Weapon,20,10,0.0,120,0,0,Yes
1273,Refined Bloody Roar,Weapon,1,0,0.0,148,0,0,Yes
1274,Refined Unholy Touch,Weapon,1,0,0.0,179,0,0,Yes
1275,Katar of Frozen Icicle,Weapon,"45,000","22,500",120.0,105,0,3,No
1276,Katar of Quaking,Weapon,"45,000","22,500",120.0,105,0,3,No
1277,Katar of Raging Blaze,Weapon,"45,000","22,500",120.0,105,0,3,No
1278,Katar of Piercing Wind,Weapon,"45,000","22,500",120.0,105,0,3,No
1279,Brave Carnage Katar,Weapon,20,10,0.0,130,0,0,No
1280,Valorous Carnage Katar,Weapon,20,10,0.0,130,0,0,No
1281,Glorious Bloody Roar,Weapon,20,10,0.0,140,0,0,No
1282,Glorious Jamadhar,Weapon,20,10,0.0,140,0,0,No
1283,Katar Of Speed,Weapon,20,10,0.0,175,0,0,Yes
1284,Krishna,Weapon,20,10,120.0,120,0,2,No
1285,Chakram,Weapon,20,10,100.0,130,0,2,No
1286,Jamadhar,Weapon,0,0,0.0,200,0,0,Yes
1301,Axe,Weapon,500,250,80.0,38,0,3,No
1302,Axe,Weapon,500,250,80.0,38,0,4,No
1303,Axe,Weapon,500,250,80.0,38,0,0,No
1304,Orcish Axe,Weapon,20,10,150.0,75,0,0,No
1305,Cleaver,Weapon,20,10,120.0,140,0,0,No
1306,War Axe,Weapon,20,10,420.0,140,0,1,No
1307,Windhawk,Weapon,"18,000","9,000",150.0,115,0,0,No
1308,Golden Axe,Weapon,20,10,300.0,170,0,0,No
1309,Orcish Axe,Weapon,20,10,150.0,75,0,4,No
1310,Glorious Cleaver,Weapon,20,10,0.0,130,0,0,No
1311,Vecer Axe,Weapon,20,10,150.0,140,0,2,No
1312,Orcish Axe,Weapon,0,0,0.0,110,0,0,Yes
1313,Tourist Axe,Weapon,0,0,50.0,77,0,0,Yes
1314,Tomahawk,Weapon,2,1,0.0,200,0,0,Yes
1315,Light Epsilon,Weapon,1,0,0.0,229,0,0,Yes
1326,War_Axe_IL,Etc,0,0,0.0,0,0,0,Yes
1351,Battle Axe,Weapon,"5,400","2,700",150.0,80,0,3,No
1352,Battle Axe,Weapon,"5,400","2,700",150.0,80,0,4,No
1353,Battle Axe,Weapon,"5,400","2,700",150.0,80,0,0,No
1354,Hammer,Weapon,"15,500","7,750",200.0,120,0,2,No
1355,Hammer,Weapon,"15,500","7,750",200.0,120,0,3,No
1356,Hammer,Weapon,"15,500","7,750",200.0,120,0,0,No
1357,Buster,Weapon,"34,000","17,000",220.0,155,0,1,No
1358,Buster,Weapon,"34,000","17,000",220.0,155,0,2,No
1359,Buster,Weapon,"34,000","17,000",220.0,155,0,0,No
1360,Two-Handed Axe,Weapon,"55,000","27,500",250.0,185,0,1,No
1361,Two-Handed Axe,Weapon,"55,000","27,500",250.0,185,0,2,No
1362,Two-Handed Axe,Weapon,"55,000","27,500",250.0,185,0,0,No
1363,Bloody Axe,Weapon,20,10,400.0,170,0,0,No
1364,Great Axe,Weapon,20,10,180.0,187,0,0,No
1365,Sabbath,Weapon,20,10,230.0,120,0,0,No
1366,Light Epsilon,Weapon,20,10,230.0,180,0,0,No
1367,Slaughter,Weapon,20,10,250.0,120,0,0,No
1368,Tomahawk,Weapon,20,10,250.0,165,0,0,No
1369,Guillotine,Weapon,20,10,300.0,215,0,0,No
1370,Doom Slayer,Weapon,20,10,600.0,10,0,0,No
1371,Doom Slayer,Weapon,20,10,600.0,10,0,1,No
1372,Light Epsilon,Weapon,1,0,0.0,229,0,0,Yes
1373,Refined Bloody Axe,Weapon,2,1,0.0,205,0,0,Yes
1374,Tomahawk,Weapon,2,1,0.0,200,0,0,Yes
1375,Berdysz,Weapon,20,10,250.0,200,0,2,No
1376,Heart Breaker,Weapon,20,10,200.0,175,0,1,No
1377,Hurricane's Fury,Weapon,20,10,350.0,332,0,1,No
1378,Refined Great Axe,Weapon,1,0,0.0,215,0,0,Yes
1379,Valorous Insane Battle Axe,Weapon,20,10,0.0,200,0,0,No
1380,Brave Insane Battle Axe,Weapon,20,10,0.0,200,0,0,No
1381,Novice Battle Axe,Weapon,0,0,0.0,100,0,3,Yes
1382,Glorious Two-Handed Axe,Weapon,20,10,0.0,220,0,0,No
1383,Celestial Axe,Weapon,20,10,150.0,200,0,0,No
1384,Veteran Axe,Weapon,"10,000","5,000",300.0,250,0,2,No
1385,Bradium Stone Hammer,Weapon,20,10,270.0,210,0,0,No
1386,Doom Slayer,Weapon,0,0,0.0,20,0,0,Yes
1387,Giant Axe,Weapon,20,10,400.0,330,0,1,No
1388,Two-Handed Axe,Weapon,0,0,0.0,220,0,0,Yes
1389,Tomahawk,Weapon,2,1,0.0,200,0,0,Yes
1390,Light Epsilon,Weapon,1,0,0.0,229,0,0,Yes
1392,Ygnus Stale,Weapon,"56,000","28,000",190.0,250,0,1,No
1393,End Sektura,Weapon,"56,000","28,000",190.0,250,0,1,No
1401,Javelin,Weapon,150,75,70.0,28,0,3,No
1402,Javelin,Weapon,150,75,70.0,28,0,4,No
1403,Javelin,Weapon,150,75,70.0,28,0,0,No
1404,Spear,Weapon,"1,700",850,85.0,44,0,3,No
1405,Spear,Weapon,"1,700",850,85.0,44,0,4,No
1406,Spear,Weapon,"1,700",850,85.0,44,0,0,No
1407,Pike,Weapon,"3,450","1,725",100.0,60,0,3,No
1408,Pike,Weapon,"3,450","1,725",100.0,60,0,4,No
1409,Pike,Weapon,"3,450","1,725",100.0,60,0,0,No
1410,Lance,Weapon,"60,000","30,000",250.0,185,0,0,No
1411,Lance,Weapon,"60,000","30,000",250.0,185,0,0,No
1412,Lance,Weapon,"60,000","30,000",250.0,185,0,0,No
1413,Gungnir,Weapon,20,10,50.0,120,0,0,No
1414,Gelerdria,Weapon,20,10,70.0,145,0,0,No
1415,Brocca,Weapon,20,10,85.0,100,0,0,No
1416,Tjungkuletti,Weapon,20,10,100.0,95,0,0,No
1417,Pole Axe,Weapon,20,10,380.0,160,0,1,No
1418,Gungnir,Weapon,20,10,50.0,120,0,2,No
1419,Pole Axe,Weapon,1,0,480.0,159,0,0,Yes
1420,Long Horn,Weapon,20,10,100.0,150,0,1,No
1421,Battle Hook,Weapon,20,10,90.0,140,0,1,No
1422,Hunting Spear,Weapon,20,10,420.0,180,0,1,No
1423,Pole XO,Weapon,20,10,0.0,120,0,0,Yes
1424,Refined Brocca,Weapon,1,0,0.0,149,0,0,Yes
1425,Assaulter Spear,Weapon,20,10,0.0,60,0,0,No
1426,Glorious Spear,Weapon,20,10,0.0,130,0,0,No
1427,Spear Of Excellent,Weapon,20,10,0.0,160,0,0,Yes
1428,Long Horn,Weapon,20,10,100.0,150,0,1,No
1429,Hunting Spear,Weapon,20,10,420.0,180,0,1,No
1430,Pike,Weapon,0,0,0.0,74,0,0,Yes
1431,Pole Axe,Weapon,1,0,480.0,195,0,0,Yes
1432,Pole Axe,Weapon,1,0,480.0,195,0,0,Yes
1435,Cannon Spear,Weapon,"56,000","28,000",160.0,180,0,1,No
1451,Guisarme,Weapon,"13,000","6,500",100.0,84,0,2,No
1452,Guisarme,Weapon,"13,000","6,500",100.0,84,0,3,No
1453,Guisarme,Weapon,"13,000","6,500",100.0,84,0,0,No
1454,Glaive,Weapon,"20,000","10,000",120.0,104,0,2,No
1455,Glaive,Weapon,"20,000","10,000",120.0,104,0,3,No
1456,Glaive,Weapon,"20,000","10,000",120.0,104,0,0,No
1457,Partizan,Weapon,"27,000","13,500",200.0,124,0,1,No
1458,Partizan,Weapon,"27,000","13,500",200.0,124,0,2,No
1459,Partizan,Weapon,"27,000","13,500",200.0,124,0,0,No
1460,Trident,Weapon,"51,000","25,500",120.0,150,0,2,No
1461,Trident,Weapon,"51,000","25,500",120.0,150,0,3,No
1462,Trident,Weapon,"51,000","25,500",120.0,150,0,0,No
1463,Halberd,Weapon,"54,000","27,000",250.0,165,0,1,No
1464,Halberd,Weapon,"54,000","27,000",250.0,165,0,2,No
1465,Halberd,Weapon,"54,000","27,000",250.0,165,0,0,No
1466,Crescent Scythe,Weapon,20,10,250.0,180,0,0,No
1467,Bill Guisarme,Weapon,20,10,100.0,183,0,0,No
1468,Zephyrus,Weapon,20,10,200.0,170,0,0,No
1469,Longinus's Spear,Weapon,20,10,250.0,180,0,0,No
1470,Brionac,Weapon,20,10,300.0,190,0,0,No
1471,Hellfire,Weapon,20,10,350.0,200,0,0,No
1472,Soul Staff,Weapon,20,10,140.0,25,0,0,No
1473,Wizardry Staff,Weapon,20,10,240.0,120,0,0,No
1474,Gae Bolg,Weapon,20,10,200.0,160,0,0,No
1475,Equestrian's Spear,Weapon,20,10,370.0,200,0,0,No
1476,Crescent Scythe,Weapon,20,10,250.0,180,0,1,No
1477,Spectral Spear,Weapon,20,10,200.0,170,0,0,No
1478,Ahlspiess,Weapon,20,10,100.0,120,0,0,No
1479,Spectral Spear,Weapon,20,10,200.0,170,0,1,No
1480,Gae Bolg,Weapon,20,10,200.0,160,0,2,No
1481,Zephyrus,Weapon,20,10,200.0,170,0,3,No
1482,Assaulter Lance,Weapon,0,0,0.0,160,0,0,No
1483,Ivory Lance,Weapon,20,10,100.0,160,0,1,No
1484,Cardo,Weapon,20,10,560.0,150,0,1,No
1485,Battle Fork,Weapon,20,10,70.0,112,0,4,No
1486,Glorious Lance,Weapon,20,10,0.0,220,0,0,No
1487,Lance,Weapon,0,0,0.0,220,0,0,Yes
1488,Ahlspiess,Weapon,20,10,0.0,135,0,0,No
1501,Club,Weapon,120,60,70.0,23,0,3,No
1502,Club,Weapon,120,60,70.0,23,0,4,No
1503,Club,Weapon,120,60,70.0,23,0,0,No
1504,Mace,Weapon,"1,600",800,80.0,37,0,3,No
1505,Mace,Weapon,"1,600",800,80.0,37,0,4,No
1506,Mace,Weapon,"1,600",800,80.0,37,0,0,No
1507,Smasher,Weapon,"9,000","4,500",100.0,54,0,2,No
1508,Smasher,Weapon,"9,000","4,500",100.0,54,0,3,No
1509,Smasher,Weapon,"9,000","4,500",100.0,54,0,3,No
1510,Flail,Weapon,"16,000","8,000",90.0,69,0,2,No
1511,Flail,Weapon,"16,000","8,000",90.0,69,0,3,No
1512,Flail,Weapon,"16,000","8,000",90.0,69,0,3,No
1513,Morning Star,Weapon,"41,000","20,500",150.0,110,0,1,No
1514,Morning Star,Weapon,"41,000","20,500",150.0,110,0,2,No
1515,Morning Star,Weapon,"41,000","20,500",150.0,110,0,2,No
1516,Sword Mace,Weapon,"50,000","25,000",120.0,130,0,0,No
1517,Sword Mace,Weapon,"50,000","25,000",120.0,130,0,1,No
1518,Sword Mace,Weapon,"50,000","25,000",120.0,130,0,1,No
1519,Chain,Weapon,"23,000","11,500",80.0,84,0,2,No
1520,Chain,Weapon,"23,000","11,500",80.0,84,0,3,No
1521,Chain,Weapon,"23,000","11,500",80.0,84,0,3,No
1522,Stunner,Weapon,"60,000","30,000",200.0,140,0,0,No
1523,Spike,Weapon,20,10,70.0,85,0,0,No
1524,Golden Mace,Weapon,20,10,80.0,110,0,1,No
1525,Long Mace,Weapon,20,10,80.0,135,0,0,No
1526,Slash,Weapon,20,10,100.0,145,0,0,No
1527,Quadrille,Weapon,20,10,90.0,165,0,0,No
1528,Grand Cross,Weapon,20,10,150.0,140,0,0,No
1529,Iron Driver,Weapon,20,10,300.0,155,0,0,No
1530,Mjolnir,Weapon,20,10,600.0,250,0,0,Yes
1531,Wrench,Weapon,20,10,250.0,115,0,0,No
1532,Stunner,Weapon,"60,000","30,000",200.0,140,0,2,No
1533,Warrior's Balmung,Weapon,20,10,100.0,170,0,0,No
1534,Wrench,Weapon,2,1,0.0,150,0,0,Yes
1535,Hollgrehenn's Hammer,Weapon,"4,444","2,222",4.4,4,0,1,No
1536,Good Morning Star,Weapon,20,10,0.0,120,0,0,Yes
1537,Refined Quadrille,Weapon,1,0,0.0,193,0,0,Yes
1538,Spike,Weapon,20,10,70.0,85,0,2,No
1539,Golden Mace,Weapon,20,10,80.0,110,0,2,No
1540,Grand Cross,Weapon,20,10,150.0,140,0,1,No
1541,Nemesis,Weapon,20,10,90.0,120,0,0,No
1542,Valorous Battlefield Morning Star,Weapon,20,10,0.0,105,0,0,No
1543,Brave Battlefield Morning Star,Weapon,20,10,0.0,105,0,0,No
1544,Lunakaligo,Weapon,20,10,70.0,110,0,3,No
1545,Novice Mace,Weapon,0,0,0.0,57,0,3,Yes
1546,Glorious Morning Star,Weapon,20,10,0.0,130,0,0,No
1547,Mace Of Madness,Weapon,20,10,0.0,150,0,0,Yes
1548,Veteran Hammer,Weapon,"10,000","5,000",180.0,160,0,2,No
1549,Pile Bunker,Weapon,"10,000","5,000",350.0,450,0,0,No
1550,Book,Weapon,"30,000","15,000",60.0,85,0,3,No
1551,Bible,Weapon,"60,000","30,000",100.0,115,0,2,No
1552,Tablet,Weapon,"51,000","25,500",80.0,125,0,1,No
1553,Book of Billows,Weapon,"35,000","17,500",75.0,90,0,0,No
1554,Book of Mother Earth,Weapon,"35,000","17,500",75.0,90,0,0,No
1555,Book of the Blazing Sun,Weapon,"35,000","17,500",75.0,90,0,0,No
1556,Book of Gust of Wind,Weapon,"35,000","17,500",75.0,90,0,0,No
1557,Book of the Apocalypse,Weapon,"60,000","30,000",80.0,120,0,0,No
1558,Girl's Diary,Weapon,"1,500",750,30.0,60,0,1,No
1559,Legacy of Dragon,Weapon,20,10,70.0,130,0,0,No
1560,Sage's Diary,Weapon,20,10,110.0,100,0,2,No
1561,Hardcover Book,Weapon,20,10,150.0,140,0,1,No
1562,Battlefield Textbook,Weapon,20,10,70.0,110,0,1,Yes
1563,Sage's Diary,Weapon,1,0,0.0,135,0,2,Yes
1564,Encyclopedia,Weapon,20,10,200.0,110,0,2,No
1565,Ledger of Death,Weapon,20,10,100.0,137,0,2,No
1566,Diary Of Great Basil,Weapon,20,10,0.0,120,0,0,Yes
1567,Refined Hardcover Book,Weapon,1,0,0.0,168,0,0,Yes
1568,Book of Billows,Weapon,"35,000","17,500",75.0,90,0,3,No
1569,Book of Mother Earth,Weapon,"35,000","17,500",75.0,90,0,3,No
1570,Book of Blazing Sun,Weapon,"35,000","17,500",75.0,90,0,3,No
1571,Book of Gust of Wind,Weapon,"35,000","17,500",75.0,90,0,3,No
1572,Principles of Magic,Weapon,20,10,30.0,60,0,2,No
1573,Ancient Magic,Weapon,20,10,70.0,30,0,2,No
1574,Brave Battle Strategy Book,Weapon,20,10,0.0,90,0,0,No
1575,Valorous Battle Strategy Book,Weapon,20,10,0.0,90,0,0,No
1576,Glorious Tablet,Weapon,20,10,0.0,90,0,0,No
1577,Glorious Apocalypse,Weapon,20,10,0.0,90,0,0,No
1578,Book Of Prayer,Weapon,20,10,0.0,140,0,0,Yes
1579,Book of the Dead,Weapon,20,10,100.0,137,0,2,No
1580,Giant Encyclopedia,Weapon,0,0,0.0,145,0,0,Yes
1581,Diary Of Great Sage,Weapon,1,0,0.0,135,0,2,Yes
1582,Diary Of Great Sage,Weapon,1,0,0.0,135,0,2,Yes
1599,Angra Manyu,Weapon,1,0,1.0,200,0,0,No
1601,Rod,Weapon,50,25,40.0,15,0,3,No
1602,Rod,Weapon,50,25,40.0,15,0,4,No
1603,Rod,Weapon,50,25,40.0,15,0,0,No
1604,Wand,Weapon,"2,500","1,250",40.0,25,0,2,No
1605,Wand,Weapon,"2,500","1,250",40.0,25,0,3,No
1606,Wand,Weapon,"2,500","1,250",40.0,25,0,0,No
1607,Staff,Weapon,"9,500","4,750",40.0,40,0,2,No
1608,Staff,Weapon,"9,500","4,750",40.0,40,0,3,No
1609,Staff,Weapon,"9,500","4,750",40.0,40,0,0,No
